y,text,text_pt,processed_text,sentiment_label
neutral,Part of the reductions will be made through retirement arrangements .,Parte das reduções será feita por meio de planos de aposentadoria.,part reduction make retirement arrangement,2
neutral,"This will be done domestically and in neighboring markets , both organically and through acquisitions .","Isso será feito internamente e em mercados vizinhos, tanto organicamente quanto por meio de aquisições.",do domestically neighbor market organically acquisition,2
positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .","O lucro operacional do grupo Kauppalehti aumentou para EUR 1,5 milhões de EUR 1,3 milhões, e o da Marketplaces para EUR 1,3 milhões de EUR 1,0 milhão no terceiro trimestre de 2006.",operating profit kauppalehti group rise eur mn eur mn marketplace eur mn eur mn third quarter,0
negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,"As ações da Kone caíram 4,1 por cento para x20ac 43 US $ 55,77 em Helsinque.",kone share drop percent xac u helsinki,1
neutral,"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .","GENEBRA, 10 de fevereiro - Tero Aaltonen, Finlândia, desenvolveu um método de controle de recursos de rádio.",geneva feb tero aaltonen finland develop radio resource control method,2
neutral,The effect of the savings will be noticeable from the beginning of 2010 .,O efeito da economia será perceptível a partir do início de 2010.,effect saving noticeable begin,2
neutral,However short-term rentals are becoming more popular .,"No entanto, os aluguéis de curto prazo estão se tornando mais populares.",however shortterm rental become popular,2
positive,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,"Sob o contrato, a Cramo Sverige e sua subcontratada Brinkab AB fornecerão todas as instalações de andaimes na nova planta de pelotas da LKAB em Kiruna, no norte da Suécia.",contract cramo sverige subcontractor brinkab ab provide scaffold installation lkab new pellet plant kiruna northern sweden,0
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .","Seria prematuro falar sobre datas, volume e procedimento de investimento '', disse ele.",would premature talk date volume investment procedure say,2
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,"A Ixonos financiará a aquisição por meio de um empréstimo de 3,8 milhões de euros de US $ 5,2 milhões.",ixonos finance acquisition mln euro mln loan,2
positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .","A receita de julho a setembro cresceu 21 por cento, para EUR 2,3 bilhões, disse a empresa finlandesa na quinta-feira.",revenue july september grow percent euro billion finnish company say thursday,0
neutral,Less than ten people will face pension agreements .,Menos de dez pessoas enfrentarão acordos de previdência.,less ten people face pension agreement,2
negative,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"LONDRES MarketWatch - Os preços das ações terminaram em baixa em Londres na segunda-feira, uma vez que uma recuperação nas ações dos bancos não conseguiu compensar a fraqueza mais ampla do FTSE 100.",london marketwatch share price end lower london monday rebound bank stock fail offset broad weakness ftse,1
neutral,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .","13:00 Escritório central do Nordea Bank 19 3-ya ulitsa Yamskogo Polya, Edifício 1 Telefone: 495 777-34-77 ramal 3932, 3931 03.02.2011 Unimilk - EGM 03-04.02.2011 XVI será realizada a cúpula internacional de negócios Food Business Russia 2011",pm central office nordea bank ya ulitsa yamskogo polya build telephone ext unimilk egm xvi international businesssummit food business russia take place,2
neutral,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .","O recém-concluído Allure of the Seas e seu navio irmão idêntico, Oasis of the Seas, que foi concluído no ano passado, são os maiores navios de cruzeiro do mundo.",newlycompleted allure seas identical sister ship oasis seas complete last year world large cruise ship,2
positive,The company will also be compensated for acting as a reserve batch plant .,A empresa também será compensada por atuar como planta de reserva.,company also compensate act reserve batch plant,0
neutral,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .","A maior parte das entregas inclui diferentes soluções de amplificadores AC e CXE e produtos da DINH Telecom, uma empresa adquirida pela Teleste na primavera passada.",major part delivery include different ac cxe amplifier solution product dinh telecom company acquire teleste last spring,2
negative,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .","O lucro operacional para o período de 12 meses diminuiu de EUR157,5 milhões, enquanto as vendas líquidas aumentaram de EUR 634,3 milhões, em comparação com 2007.",operating profit month period decrease eur net sale increase eur compare,1
positive,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .","ST. PETERSBURG, 14 de outubro (PRIME-TASS) - A produtora finlandesa de pneus Nokian Tyres planeja investir cerca de 50 milhões de euros na expansão de sua fábrica de pneus na cidade de Vsevolozhsk na região de Leningrado da Rússia em 2011, o presidente da empresa Kim Gran disse a repórteres na quinta-feira.",st petersburg oct primetass finnish tire producer nokian tyre plan invest million euros expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporter thursday,0
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","No 2º trimestre de 2009, o lucro antes dos impostos totalizou EUR 13,6 milhões, abaixo dos EUR 26,8 milhões no 2º trimestre de 2008.",q profit tax amount eur mn eur mn q,1
neutral,`` We know there are some of our own people out there . '',`` Nós sabemos que há alguns de nosso próprio pessoal lá fora. '',know people,2
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,"A proporção de despesas foi de 102,6% em comparação com 92,9% no período correspondente em 2005.",expense ratio compare corresponding period,1
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,"O lucro líquido da empresa de produtos de metal finlandesa Componenta Oyj caiu ligeiramente para 25,1 milhões de euros (US $ 40,2 milhões) no primeiro semestre de 2008, de 25,4 milhões de euros (US $ 40,7 milhões) no mesmo período de 2007.",finnish metal product company componenta oyj net profit go slightly mln euro mln first half mln euro mln period,1
neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .","Assim, a SysOpen Digia, de acordo com o Capítulo 14, Seção 21 da Lei das Sociedades Finlandesas 29.9.1978-734, obteve a titularidade de todas as ações da Sentera a serem resgatadas.",thus sysopen digia accordance chapter section finnish company act obtain title share sentera redeem,2
neutral,No pricing details were disclosed .,Nenhum detalhe de preço foi divulgado.,pricing detail disclose,2
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .","As vendas ficaram em 241 milhões de euros, em comparação com 211,4 milhões de euros, e também superando as previsões de consenso de 235 milhões de euros.",sale come mln eur compare mln also beat consensus forecast mln eur,0
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,Os mercados de construção finlandês e sueco ainda estão experimentando um crescimento anual estimado de 4% em 2008.,finnish swedish construction market still experience estimate annual growth,0
neutral,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .","Além disso, lançaremos um serviço online versátil para completar o jornal impresso tradicional, diz Valkama.",addition launch versatile online service complete traditional print newspaper mr valkama say,2
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .","HELSINKI AFX - A Kesko Corp deve reportar um EPS menor no segundo trimestre hoje devido a encargos tributários, mas outras linhas de lucros são vistas mais altas ano a ano, disseram analistas.",helsinki afx kesko corp expect report lower second quarter eps today due tax charge earnings line see high yearonyear analyst say,1
neutral,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .","Em julho passado, o grupo anunciou que pretendia realocar depósitos e escritórios em Loudeac e Saint Marcel para Morvillars, no leste da França, onde já opera uma unidade de fabricação e distribuição de ganchos.",last july group say intend relocate warehouse office space loudeac saint marcel morvillars east france already operate hook manufacture distribution unit,2
positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,Os negócios prosperaram depois que Ostrom ajudou a plantar uma pequena história sobre iscas Rapala em uma edição da revista Life que apresentava Marilyn Monroe na capa.,business boom ostrom help plant small story rapala lure life magazine issue feature marilyn monroe cover,0
neutral,Delivery is expected to take place later this month .,A entrega está prevista para ocorrer ainda este mês.,delivery expect take place later month,2
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .","A empresa, que fabrica ferramentas de jardim, tesouras e outros bens de consumo, disse que os lucros aumentaram em 6,9 milhões de euros de receita que recebeu de sua participação de 16,7 por cento no grupo de engenharia finlandês Wartsila.",company make garden tool scissors consumer good say earnings boost mln eur income receive pct shareholding finnish engineering group wartsila,0
positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","Investidor industrial finlandês Panostaja Oyj OMX Helsinque: PNAAS OMX Helsinque: A PNABS disse na sexta-feira, 11 de julho, que assinou um acordo para adquirir a totalidade do capital social da Kospa Oy, fabricante de equipamentos de eliminação de resíduos.",finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs say friday july sign deal acquire entire share capital kospa oy manufacturer waste disposal equipment,0
positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .","O projeto de construção de Renzo Piano será uma adição maravilhosa ao horizonte de Londres ”, disse Noud Veeger, EVP e Diretor de Área para a Europa Central e do Norte na KONE.",renzo piano build design wonderful addition london skyline say noud veeger evp area director central north europe kone,0
positive,`` The trend in the sports and leisure markets was favorable in the first months of the year .,“A evolução dos mercados de esporte e lazer foi favorável nos primeiros meses do ano.,trend sport leisure market favorable first month year,0
positive,Olvi has posted a strong set of figures for the first six months of this year .,Olvi divulgou um grande conjunto de números nos primeiros seis meses deste ano.,olvi post strong set figure first six month year,0
positive,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,A desenvolvedora finlandesa de soluções de automação Cencorp Corporation (OMX Helsinki: CNC1V) disse na sexta-feira (27 de junho) que concluiu as negociações com os funcionários a respeito da reorganização de suas operações.,finnish automation solution developer cencorp corporation omx helsinki cncv say friday june complete employee negotiation regard reorganisation operation,0
neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,Por que colocar torres de telefonia celular caras em áreas pouco povoadas quando alguns balões bastariam?,put costly cell phone tower thinly populate area balloon would,2
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",O edifício de cinco andares e ecoeficiente terá uma área bruta de construção de cerca de 15.000 m². Também incluirá apartamentos.,fivestorey ecoefficient building gross floor area sq also include apartment,2
neutral,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",A Paychex tem mais de 100 escritórios atendendo aproximadamente 554.000 clientes de folha de pagamento em todo o país em 31 de maio de 2009.,paychex office serve approximately payroll client nationwide may,2
positive,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,"O chefe da Viking Line, Jan Kaarstroem, disse a TT que as balsas de sua empresa estavam bem equipadas para lidar com gelo e que todos os passageiros estavam seguros.",viking line head jan kaarstroem tell tt company ferry well equip handle ice passenger safe,0
neutral,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .","Uma reunião para a mídia e analistas será realizada no mesmo dia, às 10h30, na sede da Stonesoft em Helsinque, Italahdenkatu 22 A. O relatório provisório será apresentado pelo CEO da Stonesoft, Ilkka Hiidenheimo.",meet medium analyst hold day stonesoft headquarters helsinki italahdenkatu interim report present stonesoft ceo ilkka hiidenheimo,2
neutral,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  .","A loja online de departamentos da Anttila - NetAnttila - está consolidada como a loja online mais conhecida, visitada e comprada da Finlândia.",anttila online department store netanttila establish position bestknown visited shop online store finland,2
neutral,Financial details were not disclosed .,Os detalhes financeiros não foram divulgados.,financial detail disclose,2
negative,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .","O lucro operacional excluindo itens não recorrentes diminuiu para EUR 6,2 milhões de EUR 16,8 milhões em 2007, representando 2,3% das vendas líquidas.",operating profit exclude nonrecurring item decrease eur mn eur mn represent net sale,1
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .","HUHTAMAKI OYJ DIVULGAÇÃO DA BOLSA DE VALORES 16.12.2008 AT 09:30 Huhtamaki Oyj resolveu esclarecer a estrutura do Grupo separando os negócios de Foodservice e Consumer Goods em sua unidade de produção em Hameenlinna, Finlândia, transferindo os negócios para suas subsidiárias integrais.",huhtamaki oyj stock exchange release huhtamaki oyj resolve clarify group structure separate foodservice consumer good business production unit hameenlinna finland transfer business wholly own subsidiary,2
neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .","A Steek, criada em 2002, tem sede em Bordeaux, no sudoeste da França.",steek set base bordeaux southwestern france,2
positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .","A empresa também disse em 16 de novembro de 2006 que seu Fundo Imobiliário I Ky assinou um acordo com a fabricante de janelas finlandesa Fenestra Oy para construir uma fábrica de janelas em Forssa, no sul da Finlândia.",company also say november real estate fund ky sign agreement finnish window maker fenestra oy build window plant forssa southern finland,0
positive,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,"O objetivo é uma melhoria anual no lucro operacional da Ruukki Construction de mais de EUR 3 milhões, USD 4,1 milhões, a partir de 2009.",aim annual improvement ruukki construction operating profit eur million usd start,0
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .","No primeiro semestre de 2008, o lucro operacional do Banco caiu para EUR 11,8 milhões de EUR 18,9 milhões, enquanto a margem financeira aumentou para EUR 20,9 milhões de EUR 18,8 milhões no primeiro semestre de 2007.",first half bank operate profit fell eur mn eur mn net interest income increase eur mn eur mn first half,1
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,A Finnlines estimou em sua assembleia geral anual que 2008 será um ano financeiramente difícil devido aos grandes investimentos.,finnlines estimate annual general meeting financially tough year due large investment,1
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da Talvivaara diminuiu para EUR 8,3 milhões, de EUR 21,9 milhões no mesmo período de 2009.",first nine month talvivaara net loss narrow eur million eur million period,0
neutral,The value of this kind of order amounts usually between Euro 2 and 3 million .,O valor deste tipo de encomenda varia normalmente entre 2 e 3 milhões de euros.,value kind order amount usually euro million,2
neutral,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .","A Samsung Mobile Applications Store foi lançada em janeiro de 2009 pelo Samsung Mobile Innovator, um programa que permite aos desenvolvedores de software móvel criar aplicativos para uso em dispositivos móveis Samsung.",samsung mobile application store launch january samsung mobile innovator program enables mobile software developer create application use across samsung mobile device,2
positive,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',Esperamos aumentar os volumes de tráfego com a inauguração do Freight One Scandinavia. '',hope increase traffic volume open freight one scandinavia,0
neutral,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .","Além disso, a Technopolis planeja construir um parque tecnológico de 100 milhões de euros na zona econômica especial Neudorf em São Petersburgo, disse o governo de São Petersburgo em fevereiro.",also technopolis plan build million euro technology park special economic zone neudorf st petersburg st petersburg government say february,2
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .","Aldata Solution Oyj Bertrand Sciard Presidente e CEO Mais informações: Aldata Solution Oyj, Bertrand Sciard, Presidente e CEO, tel. +33 1 46 48 28 00 Aldata 100% Varejo-Atacado Na Aldata, 100% do nosso negócio é dedicado à melhoria dos negócios de varejo e atacado.",aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retailwholesale aldata business dedicate retail wholesale business improvement,2
neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,As vendas líquidas da Poyry em 2007 totalizaram cerca de 720 milhões de euros e emprega 7.400 especialistas.,poyry net sale amount eur million employ expert,2
positive,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .","O prejuízo antes de impostos totalizou EUR 0,3 milhões, em comparação com um prejuízo de EUR 2,2 milhões no primeiro trimestre de 2005.",pretax loss total eur mn compare loss eur mn first quarter,0
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"As vendas da divisão de lojas de departamentos aumentaram 15% e as vendas da filial da loja de roupas Seppala aumentaram 8%. Enquanto isso, as vendas de Hobby Hall diminuíram 12%.",sale department store division increase sale clothe store subsidiary seppala increase meanwhile sale hobby hall decrease,0
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .","As exportações representam mais de 80 por cento de nossas vendas, então o nome Glaston também reflete uma empresa com operações verdadeiramente internacionais ”, explica o presidente e CEO da Kyro, Mika Seitovirta.",export make per cent sale name glaston also reflect truly internationally operate company explain kyro president ceo mika seitovirta,2
neutral,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .","CapMan, com escritórios em Helsinque, Estocolmo, Copenhague e Oslo, administra fundos nórdicos de aquisição, mezanino, tecnologia, ciências biológicas e imobiliários com aproximadamente 2,6 bilhões de euros de capital total.",capman office helsinki stockholm copenhagen oslo manage nordic buyout mezzanine technology life science real estate fund approximately eur bn total capital,2
neutral,"The share capital of Basware Corporation is 11,720,829 .",O capital social da Basware Corporation é 11.720.829.,share capital basware corporation,2
neutral,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .","No segundo trimestre de 2009, as vendas líquidas por meio de operadoras parceiras representaram 47% das vendas líquidas totais do Grupo.",second quarter net sale operator business partner represent group total net sale,2
neutral,The new SEPA cads will replace Finnish bank cards .,Os novos cads SEPA substituirão os cartões bancários finlandeses.,new sepa cad replace finnish bank card,2
neutral,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .","Capman, o gestor finlandês de ativos alternativos, fez uma aquisição para seu veículo focado em Helsinque, Real Estate Fund I. O fundo comprou um escritório de sete andares construído em 1973 que passou por reforma no final da década de 1990.",capman finnish alternative asset manager make acquisition helsinkifocused vehicle real estate fund fund buy sevenstory office build underwent refurbishment end,2
neutral,The statutory negotiations at headquarters are part of this decrease .,As negociações estatutárias na matriz fazem parte dessa redução.,statutory negotiation headquarters part decrease,2
positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","O lucro antes de impostos totalizou 397,4 milhões de euros, face a 164,7 milhões de euros.",pretax profit total eur mn eur mn,0
neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .","O acordo expandido cobre a venda, marketing e distribuição de dispositivos de navegação e localizador da Benefon na China.",expand agreement cover sale marketing distribution benefon navigation locator device china,2
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,Os wafers de silício da Okmetic fazem parte de uma nova cadeia de processamento que produz produtos finais que melhoram a interação humana e a qualidade de vida.,okmetic silicon wafer part processing chain produce end product improve human interaction quality life,2
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,A empresa também disse que a implantação da rede 4G dinamarquesa continua e espera cobrir 75% da população dinamarquesa em 2011.,company also say deployment danish g network continue expect cover danish population,2
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .","As vendas na América Latina aumentaram 42% para 432 milhões de euros, e um total de 8,7 milhões de dispositivos móveis foram vendidos na área, representando um aumento de 32% em relação ao período correspondente em 2009.",sale latin america increase eur mn total mn mobile device sell area represent increase corresponding period,0
neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,Motivos da notificação: Tiimari Plc 30/12/2010 emitiu decisão de alocação de empréstimo de capital conversível pelo Conselho em 31/01/2011.,ground notification tiimari plc issue capital convertible loan allocation decision board,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR 20,8 milhões e EUR177,7 milhões, em comparação com o ano financeiro de 2004.",operating profit net sale month period increase respectively eur eur compare financial year,0
positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,"O lucro operacional aumentou de EUR 1,94 milhões para EUR 2,45 milhões.",operating profit rise eur mn eur mn,0
neutral,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,O impacto desta aquisição nas vendas líquidas da Teleste em 2010 é estimado em aproximadamente EUR 2 milhões.,impact acquisition teleste net sale estimate approximately eur million,2
neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .","A filial de Hamburgo do German Commerzbank AG e o US JP Morgan (NYSE: JPM) participaram como arranjadores, e o Dutch ING (AMS: INGA) como co-arranjadores.",german commerzbank ag hamburg branch u jp morgan nyse jpm participate arranger dutch ing am inga coarranger,2
neutral,Net investment income,Renda líquida de investimento,net investment income,2
negative,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .","ADPnews - 5 de fevereiro de 2010 - A investidora imobiliária finlandesa Sponda Oyj HEL: SDA1V disse hoje que caiu para um prejuízo líquido de EUR 81,5 milhões, USD 11,8 milhões em 2009, de um lucro de EUR 29,3 milhões em 2008.",adpnews feb finnish real estate investor sponda oyj hel sdav say today slip net loss eur million usd profit eur million,1
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,A ação da Ahlstrom é cotada na NASDAQ OMX Helsinki.,ahlstrom share quote nasdaq omx helsinki,2
neutral,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .","`` Se você precisar de ferramentas de remoção de malware, digite a URL de seu fornecedor de escolha diretamente na barra do navegador e use os links em seu site '', escreveu Rik Ferguson da Trend Micro na segunda-feira.",need malware removal tool type url vendor choice directly browser bar use link website write trend micro rik ferguson monday,2
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,"A Nokia subiu 0,12 por cento, para 16,70 euros, após iniciar a manhã em território negativo.",nokia pct eur kick morning negative territory,0
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .","Em volume, o foco já está fora da Finlândia, pois 60% dos produtos do grupo são feitos na Polônia e nos países bálticos.",volume focus already outside finland group product make poland baltic country,2
neutral,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .","As vendas líquidas do Grupo Sata-Flexo chegaram a cerca de EUR4,3 milhões em 2007 e as empresas do grupo empregavam um total de 40 pessoas.",net sale sataflexo group come eur group company employ total people,2
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .","(Filippova) Um acordo trilateral sobre o investimento na construção de um parque tecnológico em São Petersburgo deveria ter sido assinado durante o fórum Dias da Economia Russa, que hoje foi inaugurado em Helsinque.",filippova trilateral agreement investment construction technology park st petersburg sign course forum day russian economy open helsinki today,0
neutral,"Includes company and brand share data by category , as well as distribution channel data .","Inclui dados de compartilhamento de empresa e marca por categoria, bem como dados de canal de distribuição.",include company brand share data category well distribution channel data,2
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,Na CapMan Haavisto será responsável pelas Finanças e Contabilidade do Grupo e TI.,capman haavisto responsible group finance accounting,2
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,Os engenheiros da torre criaram uma inclinação de 18 graus para oeste - quatro vezes a inclinação da Torre Inclinada de Pisa - usando estruturas diagrid que são alinhadas geometricamente usando o software Tekla Structures BIM (Building Information Modeling).,tower engineer create degree westward lean four time inclination lean tower pisa use diagrid structure align geometrically use tekla structure bim build information modeling software,2
neutral,The total investment of the project will be approximately EUR 36m .,O investimento total do projeto será de aproximadamente 36 milhões de euros.,total investment project approximately eur,2
neutral,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,O uso da base de regras de validação permite verificar se as bases de regras de processamento gerenciadas por diferentes administradores atendem a alguns requisitos definidos.,use validation rule base enable verify process rule base manage different administrator fulfil set requirement,2
neutral,The serial bond is part of the plan to refinance the short-term credit facility .,O título serial faz parte do plano de refinanciamento da linha de crédito de curto prazo.,serial bond part plan refinance shortterm credit facility,2
positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .","“A instalação da linha de envernizamento automático é uma parte importante da estratégia da empresa na região da Europa Central e Oriental”, disse Jozef Misurec, diretor da Ruukki Eslováquia.",installation automatic varnishing line important part company strategy region central eastern europe say jozef misurec director ruukki slovakia,0
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,O Nokia Messaging 1.1 permite que os clientes recebam e-mails de até 10 contas de e-mail em seus telefones celulares com suporte para todos os serviços de e-mail POP ou IMAP.,nokia message enables customer receive email email account mobile phone support pop imap email service,2
